cities,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31,day32,day33,day34,day35,day36,day37,day38,day39,day40,day41,day42,day43,day44,day45,day46,day47,day48,day49,day50,day51,day52,day53,day54,day55,day56,day57,day58,day59,day60,day61,day62,day63,day64,day65,day66,day67,day68,day69,day70,day71,day72,day73,day74,day75,day76,day77,day78,day79,day80,day81,day82,day83,day84,day85,day86,day87,day88,day89,day90,day91,day92,day93,day94,day95,day96,day97,day98,day99,day100,day101,day102,day103,day104,day105,day106,day107,day108,day109,day110,day111,day112,day113,day114,day115,day116,day117,day118,day119,day120,day121,day122,day123,day124,Scenario
Hangzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0903983514376547e-11,3.7458460254774325e-11,9.185414305989675e-11,1.8988088841300445e-10,3.467777385857525e-10,5.817005885137011e-10,9.222085347452067e-10,1.4015587723477352e-9,2.0627118873643872e-9,2.9614996479352253e-9,4.1670955413831504e-09,5.770083225947765e-9,7.887391008755831e-9,1.0680080000000678e-8,1.4353835958538215e-8,1.916420406422975e-8,2.5481715861847862e-8,3.37676966506349e-8,4.463967459685022e-8,5.891843063694209e-8,7.771033171042277e-8,1.0247327953582689e-7,1.3515651089844493e-7,1.7857493998763606e-7,2.364688590247132e-7,3.285686994239533e-7,4.7117620846949276e-7,6.662564277601356e-7,9.455419700789066e-7,1.3269705099989373e-6,1.861265989896224e-6,2.656010974957282e-6,3.7378324269520647e-6,5.066639379418821e-6,6.7946733463898935e-6,8.80176078034568e-6,1.133324817945906e-5,1.4336615453060587e-5,1.801514425820235e-5,2.2585187690418557e-5,2.8201292355563854e-5,3.5368125488218216e-5,4.353965872964262e-5,5.3361956630806945e-5,6.538609473597995e-5,7.859706104328331e-5,9.281525347108486e-5,1.061085491653415e-4,1.1876699283109434e-4,1.3073104545921675e-4,1.420974565109427e-4,1.5240631344112367e-4,1.612692424870287e-4,1.68612878867685e-4,1.7412683885127426e-4,1.7791710053908727e-4,1.8018710382084136e-4,1.8100266024646103e-4,1.8073935558586898e-4,1.7938493835693335e-4,1.7723100073593857e-4,1.7436286598412283e-4,1.7084662681502848e-4,1.6676990583844696e-4,1.621643034515402e-4,1.5706513063374057e-4,1.5149324028830254e-4,1.454827762122395e-4,1.3911398318415283e-4,1.3236937830648167e-4,1.2535187708461164e-4,1.1808655026330295e-4,1.1067568750177976e-4,1.0317922215537343e-4,9.564852973573263e-5,8.8161042687936e-5,8.080545270062076e-5,7.365892877158081e-5,6.673916752345013e-5,6.012882591043135e-5,5.389895036090948e-5,4.8007009579798885e-5,4.256204020200462e-5,3.752808447324007e-5,3.291117788839832e-5,2.8714773629331966e-5,2.491986061278541e-5,Scenario 4
Hangzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0903983514376547e-11,3.7458460254774325e-11,9.185414305989675e-11,1.8988088841300445e-10,3.467777385857525e-10,5.817005885137011e-10,9.222085347452067e-10,1.4015587723477352e-9,2.0627118873643872e-9,2.9614996479352253e-9,4.1670955413831504e-09,5.770083225947765e-9,7.887391008755831e-9,1.0680080000000678e-8,1.4353835958538215e-8,1.916420406422975e-8,2.5481715861847862e-8,3.37676966506349e-8,4.463967459685022e-8,5.891843063694209e-8,7.771033171042277e-8,1.0247327953582689e-7,1.3515651089844493e-7,1.7857493998763606e-7,2.364688590247132e-7,3.285686994239533e-7,4.7117620846949276e-7,6.662564277601356e-7,9.455419700789066e-7,1.3269705099989373e-6,1.861265989896224e-6,2.656010974957282e-6,3.7378324269520647e-6,5.066639379418821e-6,6.7946733463898935e-6,8.80176078034568e-6,1.133324817945906e-5,1.4336615453060587e-5,1.801514425820235e-5,2.2585187690418557e-5,2.8201292355563854e-5,3.5368125488218216e-5,4.353965872964262e-5,5.3361956630806945e-5,6.538609473597995e-5,7.859706104328331e-5,9.281525347108486e-5,1.061085491653415e-4,1.1876699283109434e-4,1.3073104545921675e-4,1.420974565109427e-4,1.5240631344112367e-4,1.612692424870287e-4,1.68612878867685e-4,1.7412683885127426e-4,1.7791710053908727e-4,1.8018710382084136e-4,1.8100266024646103e-4,1.8073935558586898e-4,1.7938493835693335e-4,1.7723100073593857e-4,1.7436286598412283e-4,1.7084662681502848e-4,1.6676990583844696e-4,1.621643034515402e-4,1.5706513063374057e-4,1.5149324028830254e-4,1.454827762122395e-4,1.3911398318415283e-4,1.3236937830648167e-4,1.2535187708461164e-4,1.1808655026330295e-4,1.1067568750177976e-4,1.0317922215537343e-4,9.564852973573263e-5,8.8161042687936e-5,8.080545270062076e-5,7.365892877158081e-5,6.673916752345013e-5,6.012882591043135e-5,5.389895036090948e-5,4.8007009579798885e-5,4.256204020200462e-5,3.752808447324007e-5,3.291117788839832e-5,2.8714773629331966e-5,2.491986061278541e-5,Scenario 4
Jiaxing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0903983514376549e-11,3.745846025477433e-11,9.185414305989675e-11,1.8988088841300445e-10,3.467777385857525e-10,5.817005885137012e-10,9.222085347452069e-10,1.4015587723477356e-9,2.0627118873643872e-9,2.961499647935226e-9,4.167095541383151e-9,5.7700832259477655e-9,7.887391008755833e-9,1.0680080000000678e-8,1.4353835958538218e-8,1.9164204064229755e-8,2.548171586184787e-8,3.376769665063491e-8,4.463967459685022e-8,5.89184306369421e-8,7.771033171042278e-8,1.024732795358269e-7,1.3515651089844496e-7,1.7857493998763606e-7,2.3646885902471323e-7,3.2856869942395336e-7,4.7117620846949286e-7,6.662564277601357e-7,9.455419700789067e-7,1.3269705099989375e-6,1.8612659898962244e-6,2.656010974957283e-6,3.7378324269520647e-6,5.066639379418822e-6,6.794673346389894e-6,8.80176078034568e-6,1.1333248179459061e-5,1.433661545306059e-5,1.8015144258202354e-5,2.258518769041856e-5,2.8201292355563854e-5,3.536812548821822e-5,4.353965872964263e-5,5.3361956630806945e-5,6.538609473597997e-5,7.859706104328332e-5,9.281525347108486e-5,1.0610854916534152e-4,1.1876699283109434e-4,1.3073104545921677e-4,1.4209745651094273e-4,1.5240631344112367e-4,1.6126924248702874e-4,1.6861287886768507e-4,1.7412683885127428e-4,1.779171005390873e-4,1.8018710382084138e-4,1.8100266024646106e-4,1.8073935558586898e-4,1.793849383569334e-4,1.772310007359386e-4,1.7436286598412285e-4,1.7084662681502848e-4,1.66769905838447e-4,1.6216430345154022e-4,1.570651306337406e-4,1.5149324028830257e-4,1.4548277621223953e-4,1.3911398318415286e-4,1.323693783064817e-4,1.2535187708461167e-4,1.1808655026330296e-4,1.1067568750177977e-4,1.0317922215537345e-4,9.564852973573265e-5,8.816104268793603e-5,8.080545270062077e-5,7.365892877158081e-5,6.673916752345013e-5,6.0128825910431365e-5,5.389895036090949e-5,4.800700957979889e-5,4.2562040202004625e-5,3.752808447324007e-5,3.291117788839832e-5,2.871477362933197e-5,2.4919860612785412e-5,Scenario 4
Jiaxing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0903983514376549e-11,3.745846025477433e-11,9.185414305989675e-11,1.8988088841300445e-10,3.467777385857525e-10,5.817005885137012e-10,9.222085347452069e-10,1.4015587723477356e-9,2.0627118873643872e-9,2.961499647935226e-9,4.167095541383151e-9,5.7700832259477655e-9,7.887391008755833e-9,1.0680080000000678e-8,1.4353835958538218e-8,1.9164204064229755e-8,2.548171586184787e-8,3.376769665063491e-8,4.463967459685022e-8,5.89184306369421e-8,7.771033171042278e-8,1.024732795358269e-7,1.3515651089844496e-7,1.7857493998763606e-7,2.3646885902471323e-7,3.2856869942395336e-7,4.7117620846949286e-7,6.662564277601357e-7,9.455419700789067e-7,1.3269705099989375e-6,1.8612659898962244e-6,2.656010974957283e-6,3.7378324269520647e-6,5.066639379418822e-6,6.794673346389894e-6,8.80176078034568e-6,1.1333248179459061e-5,1.433661545306059e-5,1.8015144258202354e-5,2.258518769041856e-5,2.8201292355563854e-5,3.536812548821822e-5,4.353965872964263e-5,5.3361956630806945e-5,6.538609473597997e-5,7.859706104328332e-5,9.281525347108486e-5,1.0610854916534152e-4,1.1876699283109434e-4,1.3073104545921677e-4,1.4209745651094273e-4,1.5240631344112367e-4,1.6126924248702874e-4,1.6861287886768507e-4,1.7412683885127428e-4,1.779171005390873e-4,1.8018710382084138e-4,1.8100266024646106e-4,1.8073935558586898e-4,1.793849383569334e-4,1.772310007359386e-4,1.7436286598412285e-4,1.7084662681502848e-4,1.66769905838447e-4,1.6216430345154022e-4,1.570651306337406e-4,1.5149324028830257e-4,1.4548277621223953e-4,1.3911398318415286e-4,1.323693783064817e-4,1.2535187708461167e-4,1.1808655026330296e-4,1.1067568750177977e-4,1.0317922215537345e-4,9.564852973573265e-5,8.816104268793603e-5,8.080545270062077e-5,7.365892877158081e-5,6.673916752345013e-5,6.0128825910431365e-5,5.389895036090949e-5,4.800700957979889e-5,4.2562040202004625e-5,3.752808447324007e-5,3.291117788839832e-5,2.871477362933197e-5,2.4919860612785412e-5,Scenario 4
Hefei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.563409098795428e-11,8.71479739434901e-11,2.0828141038352806e-10,4.14447075858705e-10,7.224078687796615e-10,1.1523711065667645e-9,1.737299028557496e-9,2.5247828525639622e-9,3.57825053710539e-9,4.978972545361272e-9,6.832689356524074e-9,9.277718663405796e-9,1.2492691197634985e-8,1.6719674581990785e-8,2.2268728309904595e-8,2.9548393235689863e-8,3.909457940739806e-8,5.162783239816542e-8,6.809165673427876e-8,8.97244900432403e-8,1.1821028943676706e-7,1.5581613969324376e-7,2.0568851117333643e-7,2.722464150308586e-7,3.6184189792552057e-7,5.072219397508896e-7,7.494426849266218e-7,1.086459189919086e-6,1.5205745158549924e-6,2.121279064735409e-6,3.01074034895716e-6,4.344437372939554e-6,6.254703350608902e-6,8.486392724252776e-6,1.1445201147879147e-5,1.4700674687712484e-5,1.8878814858983828e-5,2.412584477730506e-5,3.123361866983696e-5,3.997420198101023e-5,5.1419597566547355e-5,6.647761638191126e-5,8.339098241744122e-5,1.0436789930712597e-4,1.3197187360683104e-4,1.6267826107783963e-4,1.9257574630128212e-4,2.121715857215779e-4,2.2732811720284723e-4,2.4031187183917493e-4,2.524153839161868e-4,2.633196352200339e-4,2.727624646556915e-4,2.802738129896936e-4,2.858587779152581e-4,2.893918996330066e-4,2.908334542988868e-4,2.9053552365842014e-4,2.883471989611686e-4,2.8476750513169706e-4,2.7976479181627856e-4,2.735343328520392e-4,2.662063910269786e-4,2.5799793738683416e-4,2.4892548726843187e-4,2.3907476842846342e-4,2.2857954695473803e-4,2.1768499014855416e-4,2.0630121429049753e-4,1.94561648110547e-4,1.826004294262034e-4,1.7052248481867811e-4,1.5841496001375808e-4,1.464536458380797e-4,1.3466555798532514e-4,1.2315841803594638e-4,1.1206983498742015e-4,1.0143421975943583e-4,9.133305719158656e-5,8.180017335980464e-5,7.289197668753584e-5,6.460582040259594e-5,5.696357343892879e-5,4.9965423929329466e-5,4.362648638781799e-5,3.7883984308433964e-5,3.274725645539166e-5,Scenario 5
Beijing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.779540437471628e-12,1.628539606294585e-11,3.9127928911351175e-11,7.850517940991439e-11,1.3826347841366661e-10,2.2314790660817097e-10,3.4045935075324057e-10,5.00391770832955e-10,7.161341553033168e-10,1.0048678224090592e-9,1.3888936817100807e-9,1.895962690801354e-9,2.5642370455383087e-9,3.4438821720756284e-9,4.5981384291900916e-9,6.114390577805196e-9,8.102618534377766e-9,1.0711317328702844e-8,1.4135799753704611e-8,1.8637608975622586e-8,2.4569141176053662e-8,3.241286106355834e-8,4.2849100907898856e-8,5.6810102140355685e-8,7.567407418817375e-8,1.079537003995004e-7,1.5986653621965848e-7,2.3025758166452568e-7,3.465139955362394e-7,5.042711259129135e-7,7.23500856148561e-7,1.0311999000254697e-6,1.412992320179439e-6,1.8777421333254115e-6,2.4134335709551093e-6,3.041741408305724e-6,3.867227652377292e-6,4.858493115971358e-6,6.0718755950441126e-6,7.540844944779594e-6,9.200768843077304e-6,1.0974623574088267e-5,1.2907661521837798e-5,1.5007239321406141e-5,1.7399484753636914e-5,1.9879679877135876e-5,2.23403844017184e-5,2.4271662796298767e-5,2.5912298229172154e-5,2.7329406878894965e-5,2.8591629261719342e-5,2.970231266656985e-5,3.0578418369352594e-5,3.1242759576732434e-5,3.1668798736265295e-5,3.1855666983510834e-5,3.183607528466244e-5,3.163101922239095e-5,3.1244327537854906e-5,3.069846769342999e-5,3.0023912034864085e-5,2.9247570927693403e-5,2.837179199829911e-5,2.7403844267154016e-5,2.6365754068058784e-5,2.5261107640208925e-5,2.409572477506027e-5,2.2884714911835094e-5,2.1628994959452233e-5,2.0347782363908227e-5,1.905404695475585e-5,1.7748337630531972e-5,1.6448022603018438e-5,1.5165207725863128e-5,1.3912129386546909e-5,1.269477571886226e-5,1.151986760367339e-5,1.0401398699860635e-5,9.341270296590483e-6,8.347081941518437e-6,7.41820770449922e-6,6.560377539187766e-6,5.770314224110956e-6,5.051006485772163e-6,4.401551549207975e-6,3.816189309639434e-6,3.293802054427962e-6,Scenario 5
Chongqing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.985306711921435e-12,1.6947222801206588e-11,4.048526650239663e-11,8.049590625558854e-11,1.4021496988787757e-10,2.234865862047165e-10,3.3660230888179136e-10,4.888682693970306e-10,6.92250213726518e-10,9.628973140801543e-10,1.320957813706675e-9,1.7931212741613227e-9,2.414543484889551e-9,3.230118245015036e-9,4.3012607074037805e-9,5.7063707594854636e-9,7.551247969671966e-9,9.972230365593024e-9,1.3149879164037509e-8,1.7329243986110517e-8,2.284379919382048e-8,3.013682587405104e-8,3.9833315364821333e-8,5.2831529361086584e-8,7.043525484950253e-8,9.945231449338034e-8,1.4881948984884327e-7,2.211246377236225e-7,3.161961557125394e-7,4.5625842815347856e-7,6.639376851002255e-7,9.747470586601461e-7,1.465707735843867e-6,2.0313817028857704e-6,2.7370903989856504e-6,3.601638727750931e-6,4.65206438947677e-6,6.0000524009848855e-6,7.859282980081317e-6,1.0111929250047797e-5,1.2840196974501965e-5,1.642826028827755e-5,2.0619301341003976e-5,2.5756218420088282e-5,3.244189081907609e-5,3.939548418787309e-5,4.636124762289374e-5,5.125130820911637e-5,5.476632035226896e-5,5.773875016613492e-5,6.053775743554758e-5,6.30543958961747e-5,6.520118347908823e-5,6.697931831546647e-5,6.825641595545384e-5,6.902897185564956e-5,6.934353184106778e-5,6.92152155007735e-5,6.866551685011595e-5,6.775366066511936e-5,6.650480925485654e-5,6.498451497438335e-5,6.322351081410545e-5,6.124014390704994e-5,5.906588620907862e-5,5.669949234129861e-5,5.4202299254803955e-5,5.1573584966232255e-5,4.884757665433395e-5,4.603189650621087e-5,4.3165827019829116e-5,4.0284494606977936e-5,3.740347512637793e-5,3.454688250385225e-5,3.1747504245170825e-5,2.9037123310230533e-5,2.6410102670839085e-5,2.3892153361349134e-5,2.149463411292444e-5,1.923599632870527e-5,1.7127425548001236e-5,1.5175139566597853e-5,1.3372998224947915e-5,1.173047739155083e-5,1.0239027500986553e-5,8.893597967214553e-6,7.6856033495648e-6,Scenario 5
Fuzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2611788535880063e-11,7.673083018699288e-11,1.8243948909405103e-10,3.601872314289424e-10,6.215152998913748e-10,9.80508067667006e-10,1.4608460618830535e-9,2.099119078793708e-9,2.944698211954877e-9,4.062567510745626e-9,5.5347564552615186e-9,7.474141496960437e-9,1.0021497922275369e-8,1.3361179997237505e-8,1.7746415369985956e-8,2.3501384063472424e-8,3.1050309713467815e-8,4.0969745648691584e-8,5.399730678535458e-8,7.116175303454745e-8,9.385583571195536e-8,1.240045105660585e-7,1.643736276261033e-7,2.1890134626811745e-7,2.935190241642954e-7,4.3887331507598184e-7,6.739165044078742e-7,1.015231825415194e-6,1.4314391871145065e-6,2.0441382144248027e-6,2.937276752748211e-6,4.361072875906744e-6,6.406482121294588e-6,8.637186319313614e-6,1.156782221703827e-5,1.5007176447053514e-5,1.9422749357173824e-5,2.4787127899102562e-5,3.184116176386376e-5,4.1106582179477006e-5,5.2745221173376886e-5,6.731132734898503e-5,8.501895906590909e-5,1.0524599610049752e-4,1.3066745724323573e-4,1.574086884658363e-4,1.8339657882243156e-4,1.98600570515986e-4,2.0772570126585807e-4,2.141858067011922e-4,2.1988280087514918e-4,2.2489925001744048e-4,2.2904595376593238e-4,2.3213862096834736e-4,2.341993453788339e-4,2.3482451535850556e-4,2.342371236967718e-4,2.3242118890981524e-4,2.2933091830320624e-4,2.2509901735119807e-4,2.1984020228699576e-4,2.1359864328677252e-4,2.0661614665168728e-4,1.9886108901320587e-4,1.9045218718199736e-4,1.815606537185176e-4,1.7220884074876979e-4,1.6250565306257702e-4,1.5265456115184472e-4,1.4263517360983525e-4,1.3264477873469927e-4,1.22686392004755e-4,1.1288377882264511e-4,1.0336930740746104e-4,9.4192313066238e-5,8.53804553909177e-5,7.705491679767768e-5,6.914907747382895e-5,6.177683329301421e-5,5.491436772023687e-5,4.857311392987324e-5,4.276510917868363e-5,3.7477801423276945e-5,3.269610729281949e-5,2.8394243972633125e-5,2.4541655459173206e-5,2.1122818231093363e-5,Scenario 5
Guangzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4383532004669382e-12,1.1730398602281723e-11,2.827107345319316e-11,5.6998057824857734e-11,1.0097987589190398e-10,1.6403316121945097e-10,2.5190981932803397e-10,3.723835340485788e-10,5.357535125969037e-10,7.550603863626285e-10,1.0470466068445488e-9,1.4333871047308958e-9,1.943236177269298e-9,2.6137647260793315e-9,3.49424802883277e-9,4.6493397783404964e-9,6.164586860145183e-9,8.153119792418809e-9,1.0761963878291814e-8,1.4191614810239418e-8,1.870382624887359e-8,2.4655746304823286e-8,3.254206989403555e-8,4.303864277307726e-8,5.7093251614911156e-8,8.04189715720894e-8,1.1643362516767605e-7,1.659366571591675e-7,2.366555460088855e-7,3.287105612100737e-7,4.5807262820296845e-7,6.439766103746238e-7,8.9812868509798e-7,1.197369342995674e-6,1.5635266314161885e-6,1.99190768853326e-6,2.5301121252083696e-6,3.1484653271414195e-6,3.89470291196845e-6,4.8157185670032005e-6,5.9377300992059314e-6,7.3107602772759694e-6,8.972709760969352e-6,1.0954511962032554e-5,1.3544395841344492e-5,1.6478019733673006e-5,1.960619405399342e-5,2.241971134550096e-5,2.4742650711788358e-5,2.6761557163788227e-5,2.8689663079027093e-5,3.0463120375234008e-5,3.203350741328335e-5,3.3336928656072364e-5,3.434852365733038e-5,3.505680473469227e-5,3.547518558094798e-5,3.5626250546305444e-5,3.5534916951318466e-5,3.5251018204754014e-5,3.478047306126458e-5,3.4160902178833476e-5,3.341174869279129e-5,3.2542958368584695e-5,3.1572245899367697e-05,3.0510126888381354e-5,2.9362025808061574e-5,2.8137032950125808e-5,2.6852339185993508e-5,2.5504694042451384e-5,2.4112791063707438e-5,2.267918640859095e-5,2.1222972292951668e-5,1.9763404613964387e-5,1.8301978913107604e-5,1.6851169101192018e-5,1.5432522407240565e-5,1.4056471772622213e-5,1.2734188007229284e-5,1.1478267472197439e-5,1.0285627599247964e-5,9.167409772173364e-6,8.126789261004099e-6,7.1710777766442e-6,6.291994154202579e-6,5.494213892366193e-6,4.769413664789719e-6,Scenario 5
Guangzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4383532004669382e-12,1.1730398602281723e-11,2.827107345319316e-11,5.6998057824857734e-11,1.0097987589190398e-10,1.6403316121945097e-10,2.5190981932803397e-10,3.723835340485788e-10,5.357535125969037e-10,7.550603863626285e-10,1.0470466068445488e-9,1.4333871047308958e-9,1.943236177269298e-9,2.6137647260793315e-9,3.49424802883277e-9,4.6493397783404964e-9,6.164586860145183e-9,8.153119792418809e-9,1.0761963878291814e-8,1.4191614810239418e-8,1.870382624887359e-8,2.4655746304823286e-8,3.254206989403555e-8,4.303864277307726e-8,5.7093251614911156e-8,8.04189715720894e-8,1.1643362516767605e-7,1.659366571591675e-7,2.366555460088855e-7,3.287105612100737e-7,4.5807262820296845e-7,6.439766103746238e-7,8.9812868509798e-7,1.197369342995674e-6,1.5635266314161885e-6,1.99190768853326e-6,2.5301121252083696e-6,3.1484653271414195e-6,3.89470291196845e-6,4.8157185670032005e-6,5.9377300992059314e-6,7.3107602772759694e-6,8.972709760969352e-6,1.0954511962032554e-5,1.3544395841344492e-5,1.6478019733673006e-5,1.960619405399342e-5,2.241971134550096e-5,2.4742650711788358e-5,2.6761557163788227e-5,2.8689663079027093e-5,3.0463120375234008e-5,3.203350741328335e-5,3.3336928656072364e-5,3.434852365733038e-5,3.505680473469227e-5,3.547518558094798e-5,3.5626250546305444e-5,3.5534916951318466e-5,3.5251018204754014e-5,3.478047306126458e-5,3.4160902178833476e-5,3.341174869279129e-5,3.2542958368584695e-5,3.1572245899367697e-05,3.0510126888381354e-5,2.9362025808061574e-5,2.8137032950125808e-5,2.6852339185993508e-5,2.5504694042451384e-5,2.4112791063707438e-5,2.267918640859095e-5,2.1222972292951668e-5,1.9763404613964387e-5,1.8301978913107604e-5,1.6851169101192018e-5,1.5432522407240565e-5,1.4056471772622213e-5,1.2734188007229284e-5,1.1478267472197439e-5,1.0285627599247964e-5,9.167409772173364e-6,8.126789261004099e-6,7.1710777766442e-6,6.291994154202579e-6,5.494213892366193e-6,4.769413664789719e-6,Scenario 5
Guangzhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4383532004669382e-12,1.1730398602281723e-11,2.827107345319316e-11,5.6998057824857734e-11,1.0097987589190398e-10,1.6403316121945097e-10,2.5190981932803397e-10,3.723835340485788e-10,5.357535125969037e-10,7.550603863626285e-10,1.0470466068445488e-9,1.4333871047308958e-9,1.943236177269298e-9,2.6137647260793315e-9,3.49424802883277e-9,4.6493397783404964e-9,6.164586860145183e-9,8.153119792418809e-9,1.0761963878291814e-8,1.4191614810239418e-8,1.870382624887359e-8,2.4655746304823286e-8,3.254206989403555e-8,4.303864277307726e-8,5.7093251614911156e-8,8.04189715720894e-8,1.1643362516767605e-7,1.659366571591675e-7,2.366555460088855e-7,3.287105612100737e-7,4.5807262820296845e-7,6.439766103746238e-7,8.9812868509798e-7,1.197369342995674e-6,1.5635266314161885e-6,1.99190768853326e-6,2.5301121252083696e-6,3.1484653271414195e-6,3.89470291196845e-6,4.8157185670032005e-6,5.9377300992059314e-6,7.3107602772759694e-6,8.972709760969352e-6,1.0954511962032554e-5,1.3544395841344492e-5,1.6478019733673006e-5,1.960619405399342e-5,2.241971134550096e-5,2.4742650711788358e-5,2.6761557163788227e-5,2.8689663079027093e-5,3.0463120375234008e-5,3.203350741328335e-5,3.3336928656072364e-5,3.434852365733038e-5,3.505680473469227e-5,3.547518558094798e-5,3.5626250546305444e-5,3.5534916951318466e-5,3.5251018204754014e-5,3.478047306126458e-5,3.4160902178833476e-5,3.341174869279129e-5,3.2542958368584695e-5,3.1572245899367697e-05,3.0510126888381354e-5,2.9362025808061574e-5,2.8137032950125808e-5,2.6852339185993508e-5,2.5504694042451384e-5,2.4112791063707438e-5,2.267918640859095e-5,2.1222972292951668e-5,1.9763404613964387e-5,1.8301978913107604e-5,1.6851169101192018e-5,1.5432522407240565e-5,1.4056471772622213e-5,1.2734188007229284e-5,1.1478267472197439e-5,1.0285627599247964e-5,9.167409772173364e-6,8.126789261004099e-6,7.1710777766442e-6,6.291994154202579e-6,5.494213892366193e-6,4.769413664789719e-6,Scenario 5
Dongguan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.758433268015809e-12,1.623402707685854e-11,3.9125130141930704e-11,7.888120816943972e-11,1.3974887768333088e-10,2.2701008474011235e-10,3.486250524430074e-10,5.153519995087816e-10,7.414442871812078e-10,1.0449492103780598e-9,1.4490371165171626e-9,1.9837045490760193e-9,2.689298956335945e-9,3.617262189833517e-9,4.835787686046478e-9,6.4343515007592065e-9,8.531344364187003e-9,1.1283330768082578e-8,1.4893783146156633e-8,1.9640173101105017e-8,2.588474885295113e-8,3.412177767214148e-8,4.503588170431284e-8,5.956238281565927e-8,7.901294952092077e-8,1.1129406648981854e-7,1.6113575401105156e-7,2.2964438606897237e-7,3.275142364769849e-7,4.5491174955433487e-7,6.339395362036777e-7,8.912172624425324e-7,1.2429454349102774e-6,1.6570729601133173e-6,2.163808283962543e-6,2.756656823576457e-6,3.5014930132153685e-6,4.35724932326017e-6,5.389988411554674e-6,6.6646077649956045e-6,8.217390940733866e-6,1.0117565849009978e-5,1.2417584274078793e-5,1.5160255830591788e-5,1.87444686479202e-5,2.2804392893982618e-5,2.7133560924755004e-5,3.102726628295645e-5,3.424204711426384e-5,3.703606828256712e-5,3.970442804563181e-5,4.215876525465685e-5,4.4332067847450404e-5,4.613590900114092e-5,4.7535883648041916e-5,4.851609366287321e-5,4.909510263067017e-5,4.9304165666047396e-5,4.917776654660426e-5,4.878487112206881e-5,4.8133670522729776e-5,4.7276229030548656e-5,4.6239454544917265e-5,4.5037111289118684e-5,4.3693715123020144e-5,4.222381888438383e-5,4.0634929652499036e-5,3.893962773660171e-5,3.716170406499362e-5,3.529666021678166e-5,3.337036671121451e-5,3.1386361088068457e-5,2.9371065599440014e-5,2.7351129020594507e-5,2.532862107325918e-5,2.3320804751874467e-5,2.1357499870007622e-5,1.9453144867341513e-5,1.7623199340468808e-5,1.5885095746263258e-5,1.4234568032172036e-5,1.268703507118434e-5,1.1246891208402881e-5,9.924255325275654e-6,8.707666885837266e-6,7.603596443634562e-6,6.600525114285107e-6,Scenario 5
